site,data_status,action_code,datetime,parameter,duration,frequency,value,unit,qc,poc,lat,lon,GISDatum,elev,method_code,mpc,mpc_value,uncertainty,qualifiers
840180890022,0,10,20140831T0100-0600,88101,60,0,9.2,105,0,3,41.60668,-87.304729,WGS84,183,170,1,2,,
840181270024,0,10,20140830T0100-0600,88101,60,0,19.5,105,0,3,41.617558,-87.199248,WGS84,183,170,1,2,,
840180890022,0,10,20140830T0100-0600,88101,60,0,21.4,105,0,3,41.60668,-87.304729,WGS84,183,170,1,2,,
840181270024,0,10,20140829T0100-0600,88101,60,0,8.5,105,0,3,41.617558,-87.199248,WGS84,183,170,1,2,,
840180890022,0,10,20140829T0100-0600,88101,60,0,12.5,105,0,3,41.60668,-87.304729,WGS84,183,170,1,2,,
840181270024,0,10,20140828T0100-0600,88101,60,0,8.7,105,0,3,41.617558,-87.199248,WGS84,183,170,1,2,,
840180890022,0,10,20140828T0100-0600,88101,60,0,10,105,0,3,41.60668,-87.304729,WGS84,183,170,1,2,,
840181270024,0,10,20140827T0100-0600,88101,60,0,1.1,105,0,3,41.617558,-87.199248,WGS84,183,170,1,2,,
840180890022,0,10,20140827T0100-0600,88101,60,0,5.2,105,0,3,41.60668,-87.304729,WGS84,183,170,1,2,,
840181270024,0,10,20140826T0100-0600,88101,60,0,10.7,105,0,3,41.617558,-87.199248,WGS84,183,170,1,2,,
840181270024,0,10,20140825T0100-0600,88101,60,0,19.3,105,0,3,41.617558,-87.199248,WGS84,183,170,1,2,,
840180890022,0,10,20140825T0100-0600,88101,60,0,23.3,105,0,3,41.60668,-87.304729,WGS84,183,170,1,2,,
840181270024,0,10,20140824T0100-0600,88101,60,0,8,105,0,3,41.617558,-87.199248,WGS84,183,170,1,2,,
840180890022,0,10,20140824T0100-0600,88101,60,0,13.4,105,0,3,41.60668,-87.304729,WGS84,183,170,1,2,,
840181270024,0,10,20140823T0100-0600,88101,60,0,2.3,105,0,3,41.617558,-87.199248,WGS84,183,170,1,2,,
