site,data_status,action_code,datetime,parameter,duration,frequency,value,unit,qc,poc,lat,lon,GISDatum,elev,method_code,mpc,mpc_value,uncertainty,qualifiers
840170310001,0,10,20131123T0100-0600,61103,60,0,4,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170310076,0,10,20131122T0100-0600,61103,60,0,5.6,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170310001,0,10,20131122T0100-0600,61103,60,0,4.1,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170313103,0,10,20131122T0100-0600,61103,60,0,5.9,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170313103,0,10,20131121T0100-0600,61103,60,0,3.7,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310076,0,10,20131121T0100-0600,61103,60,0,1.6,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170310001,0,10,20131121T0100-0600,61103,60,0,4.3,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170313103,0,10,20131120T0100-0600,61103,60,0,4.7,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310001,0,10,20131120T0100-0600,61103,60,0,4.3,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170310076,0,10,20131120T0100-0600,61103,60,0,2.1,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170313103,0,10,20131119T0100-0600,61103,60,0,6.7,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310001,0,10,20131119T0100-0600,61103,60,0,4.9,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170310076,0,10,20131119T0100-0600,61103,60,0,4.4,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170310076,0,10,20131118T0100-0600,61103,60,0,10.1,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170310001,0,10,20131118T0100-0600,61103,60,0,12.2,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170313103,0,10,20131118T0100-0600,61103,60,0,14.5,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170313103,0,10,20131117T0100-0600,61103,60,0,12.9,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310076,0,10,20131117T0100-0600,61103,60,0,8.4,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170310001,0,10,20131117T0100-0600,61103,60,0,12.1,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170313103,0,10,20131116T0100-0600,61103,60,0,8.2,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310001,0,10,20131116T0100-0600,61103,60,0,8.1,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170310076,0,10,20131116T0100-0600,61103,60,0,6.3,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170310076,0,10,20131115T0100-0600,61103,60,0,6.7,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170310001,0,10,20131115T0100-0600,61103,60,0,9,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170313103,0,10,20131115T0100-0600,61103,60,0,9.6,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310001,0,10,20131114T0100-0600,61103,60,0,9,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170313103,0,10,20131114T0100-0600,61103,60,0,10.7,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310076,0,10,20131114T0100-0600,61103,60,0,7.7,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170310001,0,10,20131113T0100-0600,61103,60,0,4.1,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170310076,0,10,20131113T0100-0600,61103,60,0,4.3,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170313103,0,10,20131113T0100-0600,61103,60,0,5.5,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310001,0,10,20131112T0100-0600,61103,60,0,7.6,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170313103,0,10,20131112T0100-0600,61103,60,0,.5,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310076,0,10,20131112T0100-0600,61103,60,0,7.5,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170310076,0,10,20131111T0100-0600,61103,60,0,6.8,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170313103,0,10,20131111T0100-0600,61103,60,0,10.9,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310001,0,10,20131111T0100-0600,61103,60,0,5.9,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170313103,0,10,20131110T0100-0600,61103,60,0,11.8,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310001,0,10,20131110T0100-0600,61103,60,0,8.9,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170310076,0,10,20131110T0100-0600,61103,60,0,8.1,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170310001,0,10,20131109T0100-0600,61103,60,0,14.3,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170313103,0,10,20131109T0100-0600,61103,60,0,14.2,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310076,0,10,20131109T0100-0600,61103,60,0,8.9,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170313103,0,10,20131108T0100-0600,61103,60,0,6.2,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310001,0,10,20131108T0100-0600,61103,60,0,4.6,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170310076,0,10,20131108T0100-0600,61103,60,0,4.3,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170310001,0,10,20131107T0100-0600,61103,60,0,4.1,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170310076,0,10,20131107T0100-0600,61103,60,0,4.1,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170313103,0,10,20131107T0100-0600,61103,60,0,6.1,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310076,0,10,20131106T0100-0600,61103,60,0,5.6,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170313103,0,10,20131106T0100-0600,61103,60,0,10.8,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310001,0,10,20131106T0100-0600,61103,60,0,7.5,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170313103,0,10,20131105T0100-0600,61103,60,0,5.6,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310001,0,10,20131105T0100-0600,61103,60,0,5.8,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170310076,0,10,20131105T0100-0600,61103,60,0,4.2,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170310001,0,10,20131104T0100-0600,61103,60,0,7.4,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170310076,0,10,20131104T0100-0600,61103,60,0,3,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170313103,0,10,20131104T0100-0600,61103,60,0,7.1,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310076,0,10,20131103T0100-0600,61103,60,0,2.8,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170310001,0,10,20131103T0100-0600,61103,60,0,2.8,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170313103,0,10,20131103T0100-0600,61103,60,0,5,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170313103,0,10,20131102T0100-0600,61103,60,0,5.2,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310001,0,10,20131102T0100-0600,61103,60,0,3.8,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170310076,0,10,20131102T0100-0600,61103,60,0,3.6,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170310076,0,10,20131101T0100-0600,61103,60,0,11.9,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170313103,0,10,20131101T0100-0600,61103,60,0,15.9,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310001,0,10,20131101T0100-0600,61103,60,0,12.8,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170313103,0,10,20131031T0100-0600,61103,60,0,8,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310001,0,10,20131031T0100-0600,61103,60,0,12.2,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170310076,0,10,20131031T0100-0600,61103,60,0,7.1,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170313103,0,10,20131030T0100-0600,61103,60,0,1,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310001,0,10,20131030T0100-0600,61103,60,0,.6,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170310076,0,10,20131030T0100-0600,61103,60,0,1.1,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170313103,0,10,20131029T0100-0600,61103,60,0,3.7,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310001,0,10,20131029T0100-0600,61103,60,0,2.8,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170310076,0,10,20131029T0100-0600,61103,60,0,4.8,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170313103,0,10,20131028T0100-0600,61103,60,0,2,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310001,0,10,20131028T0100-0600,61103,60,0,.8,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170310076,0,10,20131028T0100-0600,61103,60,0,1.3,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170313103,0,10,20131027T0100-0600,61103,60,0,2.7,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310001,0,10,20131027T0100-0600,61103,60,0,2,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170310076,0,10,20131027T0100-0600,61103,60,0,1.7,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170313103,0,10,20131026T0100-0600,61103,60,0,16.5,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310001,0,10,20131026T0100-0600,61103,60,0,10,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170310076,0,10,20131026T0100-0600,61103,60,0,10.1,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170313103,0,10,20131025T0100-0600,61103,60,0,4.8,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310001,0,10,20131025T0100-0600,61103,60,0,4,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170310076,0,10,20131025T0100-0600,61103,60,0,2.5,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170313103,0,10,20131024T0100-0600,61103,60,0,6.9,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310001,0,10,20131024T0100-0600,61103,60,0,4.2,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170310076,0,10,20131024T0100-0600,61103,60,0,3.2,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170313103,0,10,20131023T0100-0600,61103,60,0,5.3,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310001,0,10,20131023T0100-0600,61103,60,0,3.3,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170310076,0,10,20131023T0100-0600,61103,60,0,3.4,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170313103,0,10,20131022T0100-0600,61103,60,0,6.4,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310001,0,10,20131022T0100-0600,61103,60,0,3.3,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170310076,0,10,20131022T0100-0600,61103,60,0,3,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170313103,0,10,20131021T0100-0600,61103,60,0,7.6,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310001,0,10,20131021T0100-0600,61103,60,0,4.7,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170310076,0,10,20131021T0100-0600,61103,60,0,4.9,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170313103,0,10,20131020T0100-0600,61103,60,0,3,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
840170310001,0,10,20131020T0100-0600,61103,60,0,1.7,013,0,1,41.670992,-87.732457,WGS84,188,020,1,.1,,
840170310076,0,10,20131020T0100-0600,61103,60,0,2.1,013,0,1,41.7514,-87.713488,WGS84,186,020,1,.1,,
840170313103,0,10,20131019T0100-0600,61103,60,0,3.6,013,0,1,41.965193,-87.876265,WGS84,195,020,1,.1,,
